Bucket,Lat,Lon,Medical Emergencies,Medical MFAs,NonMedical Emergencies,NonMedical MFAs,NonStructural Fires,Structural Fires,Total
Lat36Lon31,40.6391,-74.0892,88,,61,10,5,6,170
Lat36Lon32,40.6391,-74.0836,67,1,53,5,3,10,139
Lat36Lon33,40.6391,-74.078,89,,47,15,2,6,159
Lat36Lon41,40.6391,-74.0332,45,2,48,5,4,7,111
Lat36Lon42,40.6391,-74.0276,71,,60,4,5,7,147
Lat36Lon43,40.6391,-74.022,99,,39,5,1,3,147
Lat36Lon44,40.6391,-74.0164,191,3,86,5,21,13,319
Lat36Lon45,40.6391,-74.0108,128,1,52,15,5,9,210
Lat36Lon46,40.6391,-74.0052,137,1,40,5,1,16,200
Lat36Lon47,40.6391,-73.9996,140,1,80,19,12,18,270
Lat36Lon48,40.6391,-73.994,97,,79,7,14,21,218
Lat36Lon49,40.6391,-73.9884,65,,106,12,15,23,221
Lat36Lon50,40.6391,-73.9828,44,,67,10,10,9,140
Lat36Lon51,40.6391,-73.9772,80,1,58,33,15,9,196
Lat36Lon52,40.6391,-73.9716,225,2,135,8,11,18,399
Lat36Lon53,40.6391,-73.966,131,2,79,5,10,19,246
Lat36Lon54,40.6391,-73.9604,157,1,156,9,2,34,359
Lat36Lon55,40.6391,-73.9548,179,1,129,12,3,21,345
Lat36Lon56,40.6391,-73.9492,215,1,111,19,20,20,386
Lat36Lon57,40.6391,-73.9436,180,,179,6,8,37,410
Lat36Lon58,40.6391,-73.938,37,,34,3,12,4,90
Lat36Lon59,40.6391,-73.9324,70,,60,2,1,18,151
Lat36Lon60,40.6391,-73.9268,36,,21,4,9,9,79
Lat36Lon61,40.6391,-73.9212,52,,39,1,4,6,102
Lat36Lon62,40.6391,-73.9156,69,,54,11,6,11,151
Lat36Lon63,40.6391,-73.91,58,3,55,4,4,15,139
Lat36Lon64,40.6391,-73.9044,62,,58,4,3,14,141
Lat36Lon65,40.6391,-73.8988,49,,30,3,1,16,99
Lat36Lon66,40.6391,-73.8932,43,,44,4,5,11,107
Lat36Lon67,40.6391,-73.8876,19,,37,1,1,9,67
Lat36Lon68,40.6391,-73.882,11,,22,1,,4,38
Lat36Lon77,40.6391,-73.8316,1,,9,,1,,11
Lat37Lon22,40.6433,-74.1396,2,1,,,3,,6
Lat37Lon27,40.6433,-74.1116,9,2,7,1,,1,20
Lat37Lon28,40.6433,-74.106,5,1,4,1,,,11
Lat37Lon29,40.6433,-74.1004,24,,40,4,,3,71
Lat37Lon30,40.6433,-74.0948,46,1,53,7,,5,112
Lat37Lon31,40.6433,-74.0892,60,1,100,8,2,8,179
Lat37Lon32,40.6433,-74.0836,19,,11,4,2,6,42
Lat37Lon33,40.6433,-74.078,227,2,93,16,7,12,357
Lat37Lon34,40.6433,-74.0724,49,,9,9,1,1,69
Lat37Lon43,40.6433,-74.022,92,,83,13,7,5,200
Lat37Lon44,40.6433,-74.0164,315,15,287,17,24,3,661
Lat37Lon45,40.6433,-74.0108,207,1,89,14,9,8,328
Lat37Lon46,40.6433,-74.0052,114,1,59,14,4,12,204
Lat37Lon47,40.6433,-73.9996,78,,63,18,4,9,172
Lat37Lon48,40.6433,-73.994,112,1,123,13,15,7,271
Lat37Lon49,40.6433,-73.9884,53,3,56,14,10,12,148
Lat37Lon50,40.6433,-73.9828,65,,31,7,4,6,113
Lat37Lon51,40.6433,-73.9772,223,3,64,12,12,15,329
Lat37Lon52,40.6433,-73.9716,91,,74,11,2,14,192
Lat37Lon53,40.6433,-73.966,53,2,55,5,6,10,131
Lat37Lon54,40.6433,-73.9604,255,2,231,12,5,31,536
Lat37Lon55,40.6433,-73.9548,148,2,108,7,2,11,278
Lat37Lon56,40.6433,-73.9492,179,1,119,14,7,21,341
Lat37Lon57,40.6433,-73.9436,52,,43,,6,15,116
Lat37Lon58,40.6433,-73.938,70,,44,2,2,14,132
Lat37Lon59,40.6433,-73.9324,92,,83,7,5,21,208
Lat37Lon60,40.6433,-73.9268,77,,49,2,4,20,152
Lat37Lon61,40.6433,-73.9212,45,,27,1,4,6,83
Lat37Lon62,40.6433,-73.9156,23,1,24,1,,,49
Lat37Lon63,40.6433,-73.91,69,,55,5,1,14,144
Lat37Lon64,40.6433,-73.9044,144,3,58,7,5,3,220
Lat37Lon65,40.6433,-73.8988,123,2,65,4,2,7,203
Lat37Lon66,40.6433,-73.8932,63,,86,38,1,15,203
Lat37Lon67,40.6433,-73.8876,22,,19,5,3,4,53
Lat37Lon68,40.6433,-73.882,8,,3,,1,,12
Lat37Lon69,40.6433,-73.8764,54,,28,4,3,3,92
Lat37Lon76,40.6433,-73.8372,,,7,3,1,,11
Lat37Lon87,40.6433,-73.7756,195,,39,2,4,3,243
Lat38Lon11,40.6475,-74.2012,4,,2,1,,,7
Lat38Lon31,40.6475,-74.0892,19,,17,1,,2,39
Lat38Lon32,40.6475,-74.0836,8,,10,1,,,19
Lat38Lon43,40.6475,-74.022,112,,58,3,11,7,191
Lat38Lon44,40.6475,-74.0164,71,,26,2,15,2,116
Lat38Lon45,40.6475,-74.0108,268,,87,12,15,8,390
Lat38Lon46,40.6475,-74.0052,132,,42,8,9,4,195
Lat38Lon47,40.6475,-73.9996,128,,67,7,20,20,242
Lat38Lon48,40.6475,-73.994,30,1,14,4,2,,51
Lat38Lon50,40.6475,-73.9828,23,,21,2,6,4,56
Lat38Lon51,40.6475,-73.9772,84,3,60,9,12,11,179
Lat38Lon52,40.6475,-73.9716,95,1,44,4,9,7,160
Lat38Lon53,40.6475,-73.966,53,,45,4,2,9,113
Lat38Lon54,40.6475,-73.9604,391,5,251,13,11,38,709
Lat38Lon55,40.6475,-73.9548,104,,88,21,6,32,251
Lat38Lon56,40.6475,-73.9492,138,,70,5,9,12,234
Lat38Lon57,40.6475,-73.9436,87,1,46,2,6,5,147
Lat38Lon58,40.6475,-73.938,4,,4,,1,,9
Lat38Lon59,40.6475,-73.9324,18,1,21,2,,3,45
Lat38Lon60,40.6475,-73.9268,69,,41,7,4,14,135
Lat38Lon61,40.6475,-73.9212,44,,35,6,4,12,101
Lat38Lon62,40.6475,-73.9156,42,,60,2,6,10,120
Lat38Lon63,40.6475,-73.91,48,,36,10,4,3,101
Lat38Lon64,40.6475,-73.9044,54,,58,6,3,5,126
Lat38Lon65,40.6475,-73.8988,145,1,113,10,5,24,298
Lat38Lon66,40.6475,-73.8932,64,1,78,1,1,13,158
Lat38Lon67,40.6475,-73.8876,108,,45,1,1,11,166
Lat38Lon68,40.6475,-73.882,153,2,50,9,,9,223
Lat38Lon69,40.6475,-73.8764,34,,19,2,,1,56
Lat38Lon75,40.6475,-73.8428,7,,3,2,,1,13
Lat38Lon76,40.6475,-73.8372,5,,5,2,4,4,20
Lat39Lon43,40.6517,-74.022,7,,9,1,1,1,19
Lat39Lon44,40.6517,-74.0164,15,,15,3,4,2,39
Lat39Lon45,40.6517,-74.0108,83,,53,4,5,5,150
Lat39Lon46,40.6517,-74.0052,231,2,92,13,12,7,357
Lat39Lon47,40.6517,-73.9996,4,,,2,,,6
Lat39Lon50,40.6517,-73.9828,9,1,7,,2,,19
Lat39Lon51,40.6517,-73.9772,70,1,55,8,9,4,147
Lat39Lon52,40.6517,-73.9716,8,,7,1,2,,18
Lat39Lon53,40.6517,-73.966,132,3,125,2,13,17,292
Lat39Lon54,40.6517,-73.9604,363,7,277,15,10,46,718
Lat39Lon55,40.6517,-73.9548,188,3,122,8,13,21,355
Lat39Lon56,40.6517,-73.9492,212,,150,7,7,37,413
Lat39Lon57,40.6517,-73.9436,112,2,74,8,3,16,215
Lat39Lon58,40.6517,-73.938,126,3,53,8,6,20,216
Lat39Lon59,40.6517,-73.9324,173,2,125,8,7,33,348
Lat39Lon60,40.6517,-73.9268,140,2,91,2,6,12,253
Lat39Lon61,40.6517,-73.9212,84,1,47,7,2,6,147
Lat39Lon62,40.6517,-73.9156,55,,46,17,7,9,134
Lat39Lon63,40.6517,-73.91,29,1,66,4,1,12,113
Lat39Lon64,40.6517,-73.9044,6,,26,2,4,2,40
Lat39Lon65,40.6517,-73.8988,96,1,56,3,2,10,168
Lat39Lon66,40.6517,-73.8932,104,,162,25,3,8,302
Lat39Lon67,40.6517,-73.8876,114,1,80,24,4,4,227
Lat39Lon68,40.6517,-73.882,108,,69,17,,12,206
Lat39Lon71,40.6517,-73.8652,73,2,60,3,3,1,142
Lat39Lon74,40.6517,-73.8484,1,1,2,,,2,6
Lat39Lon75,40.6517,-73.8428,23,1,21,1,3,7,56
Lat39Lon76,40.6517,-73.8372,41,,25,2,6,4,78
Lat39Lon77,40.6517,-73.8316,30,,13,2,2,3,50
Lat39Lon78,40.6517,-73.826,12,,7,,,1,20
Lat39Lon81,40.6517,-73.8092,14,,15,,,1,30
Lat39Lon82,40.6517,-73.8036,2,,4,,1,,7
Lat39Lon85,40.6517,-73.7868,1,,5,,1,,7
Lat39Lon88,40.6517,-73.77,,,1,,,,1
Lat39Lon92,40.6517,-73.7476,13,,14,,2,,29
Lat39Lon93,40.6517,-73.742,13,,1,1,,4,19
Lat39Lon94,40.6517,-73.7364,22,,18,5,2,7,54
Lat39Lon95,40.6517,-73.7308,32,1,33,3,1,9,79
Lat39Lon96,40.6517,-73.7252,5,,5,1,,1,12
Lat3Lon3,40.5005,-74.246,17,1,10,,,3,31
Lat3Lon4,40.5005,-74.2404,12,1,24,,1,,38
Lat3Lon5,40.5005,-74.2348,5,,8,,1,4,18
Lat3Lon6,40.5005,-74.2292,,,4,,,,4
Lat40Lon44,40.6559,-74.0164,5,,10,2,,2,19
Lat40Lon45,40.6559,-74.0108,11,,19,1,1,6,38
Lat40Lon46,40.6559,-74.0052,139,1,72,23,7,9,251
Lat40Lon47,40.6559,-73.9996,43,,34,4,4,5,90
Lat40Lon49,40.6559,-73.9884,8,,11,1,1,,21
Lat40Lon50,40.6559,-73.9828,15,1,20,5,,2,43
Lat40Lon51,40.6559,-73.9772,48,,42,4,3,7,104
Lat40Lon52,40.6559,-73.9716,25,1,23,6,7,1,63
Lat40Lon54,40.6559,-73.9604,298,4,146,21,9,15,493
Lat40Lon55,40.6559,-73.9548,270,3,337,12,11,55,688
Lat40Lon56,40.6559,-73.9492,170,,77,5,5,10,267
Lat40Lon57,40.6559,-73.9436,83,2,168,52,8,22,335
Lat40Lon58,40.6559,-73.938,311,2,95,11,10,23,452
Lat40Lon59,40.6559,-73.9324,161,,55,8,1,6,231
Lat40Lon60,40.6559,-73.9268,103,1,86,14,5,14,223
Lat40Lon61,40.6559,-73.9212,169,1,170,15,11,24,390
Lat40Lon62,40.6559,-73.9156,275,1,127,15,8,23,449
Lat40Lon63,40.6559,-73.91,236,1,197,32,4,29,499
Lat40Lon64,40.6559,-73.9044,80,4,39,8,2,6,139
Lat40Lon65,40.6559,-73.8988,72,1,71,18,3,7,172
Lat40Lon66,40.6559,-73.8932,40,2,32,30,6,1,111
Lat40Lon67,40.6559,-73.8876,191,3,241,27,4,18,484
Lat40Lon68,40.6559,-73.882,161,2,211,26,5,19,424
Lat40Lon69,40.6559,-73.8764,37,,26,3,4,8,78
Lat40Lon70,40.6559,-73.8708,41,4,39,,2,10,96
Lat40Lon73,40.6559,-73.854,11,,5,,,1,17
Lat40Lon74,40.6559,-73.8484,17,,23,4,,2,46
Lat40Lon75,40.6559,-73.8428,22,,21,7,1,6,57
Lat40Lon76,40.6559,-73.8372,44,1,40,1,2,5,93
Lat40Lon77,40.6559,-73.8316,3,,2,,,1,6
Lat40Lon83,40.6559,-73.798,,,1,,,,1
Lat40Lon88,40.6559,-73.77,32,1,37,1,,1,72
Lat40Lon91,40.6559,-73.7532,16,,18,,,,34
Lat40Lon92,40.6559,-73.7476,26,,19,,1,3,49
Lat40Lon93,40.6559,-73.742,29,,18,,,8,55
Lat40Lon94,40.6559,-73.7364,29,,32,3,2,7,73
Lat40Lon95,40.6559,-73.7308,31,,19,,1,5,56
Lat40Lon96,40.6559,-73.7252,7,,1,1,,,9
Lat41Lon46,40.6601,-74.0052,21,,22,3,,5,51
Lat41Lon47,40.6601,-73.9996,93,,36,9,10,3,151
Lat41Lon48,40.6601,-73.994,52,1,58,6,8,5,130
Lat41Lon49,40.6601,-73.9884,73,,51,8,2,1,135
Lat41Lon50,40.6601,-73.9828,121,2,123,8,15,15,284
Lat41Lon51,40.6601,-73.9772,30,3,34,2,5,4,78
Lat41Lon54,40.6601,-73.9604,231,4,237,15,22,38,547
Lat41Lon55,40.6601,-73.9548,117,1,111,3,10,30,272
Lat41Lon56,40.6601,-73.9492,106,2,111,7,3,10,239
Lat41Lon57,40.6601,-73.9436,62,,82,4,6,12,166
Lat41Lon58,40.6601,-73.938,127,,66,14,6,17,230
Lat41Lon59,40.6601,-73.9324,93,,103,12,6,8,222
Lat41Lon60,40.6601,-73.9268,205,1,136,11,13,19,385
Lat41Lon61,40.6601,-73.9212,228,2,219,16,8,16,489
Lat41Lon62,40.6601,-73.9156,136,1,76,26,5,13,257
Lat41Lon63,40.6601,-73.91,139,,81,3,8,15,246
Lat41Lon64,40.6601,-73.9044,201,2,144,29,9,19,404
Lat41Lon65,40.6601,-73.8988,69,3,54,11,4,3,144
Lat41Lon66,40.6601,-73.8932,166,3,89,21,4,13,296
Lat41Lon67,40.6601,-73.8876,114,2,101,24,10,10,261
Lat41Lon68,40.6601,-73.882,198,2,290,18,8,25,541
Lat41Lon69,40.6601,-73.8764,20,3,39,22,2,8,94
Lat41Lon70,40.6601,-73.8708,6,,8,4,1,2,21
Lat41Lon71,40.6601,-73.8652,34,2,35,1,4,9,85
Lat41Lon73,40.6601,-73.854,32,,22,,1,4,59
Lat41Lon74,40.6601,-73.8484,19,,20,1,,2,42
Lat41Lon75,40.6601,-73.8428,24,,30,3,2,4,63
Lat41Lon76,40.6601,-73.8372,15,,12,1,2,,30
Lat41Lon77,40.6601,-73.8316,24,,12,6,3,6,51
Lat41Lon87,40.6601,-73.7756,19,,36,2,2,,59
Lat41Lon88,40.6601,-73.77,35,1,30,6,1,6,79
Lat41Lon89,40.6601,-73.7644,11,,22,2,3,5,43
Lat41Lon90,40.6601,-73.7588,33,,39,4,2,10,88
Lat41Lon91,40.6601,-73.7532,41,,33,,4,5,83
Lat41Lon92,40.6601,-73.7476,17,1,11,4,2,8,43
Lat41Lon93,40.6601,-73.742,34,,20,3,3,5,65
Lat41Lon94,40.6601,-73.7364,31,2,131,17,8,3,192
Lat41Lon95,40.6601,-73.7308,25,,32,2,2,13,74
Lat41Lon96,40.6601,-73.7252,8,,8,,,3,19
Lat42Lon47,40.6643,-73.9996,14,,24,1,2,2,43
Lat42Lon48,40.6643,-73.994,73,3,82,6,8,3,175
Lat42Lon49,40.6643,-73.9884,104,3,132,7,4,14,264
Lat42Lon50,40.6643,-73.9828,150,2,132,7,12,8,311
Lat42Lon51,40.6643,-73.9772,60,2,38,3,16,4,123
Lat42Lon53,40.6643,-73.966,8,,2,2,,,12
Lat42Lon54,40.6643,-73.9604,52,,40,9,7,1,109
Lat42Lon55,40.6643,-73.9548,197,1,336,10,4,34,582
Lat42Lon56,40.6643,-73.9492,233,4,172,25,7,20,461
Lat42Lon57,40.6643,-73.9436,112,,140,13,5,30,300
Lat42Lon58,40.6643,-73.938,126,,217,10,8,21,382
Lat42Lon59,40.6643,-73.9324,210,1,185,15,6,40,457
Lat42Lon60,40.6643,-73.9268,200,,150,23,5,25,403
Lat42Lon61,40.6643,-73.9212,209,,182,33,12,25,461
Lat42Lon62,40.6643,-73.9156,92,4,58,28,12,12,206
Lat42Lon63,40.6643,-73.91,340,2,397,38,13,41,831
Lat42Lon64,40.6643,-73.9044,421,1,535,44,14,62,1077
Lat42Lon65,40.6643,-73.8988,164,3,174,17,10,29,397
Lat42Lon66,40.6643,-73.8932,230,4,141,29,12,36,452
Lat42Lon67,40.6643,-73.8876,296,4,125,35,3,14,477
Lat42Lon68,40.6643,-73.882,177,1,117,18,6,19,338
Lat42Lon69,40.6643,-73.8764,66,,60,12,7,14,159
Lat42Lon70,40.6643,-73.8708,21,,26,5,3,3,58
Lat42Lon71,40.6643,-73.8652,55,,88,10,2,22,177
Lat42Lon73,40.6643,-73.854,52,,39,1,5,3,100
Lat42Lon74,40.6643,-73.8484,73,,39,2,2,4,120
Lat42Lon75,40.6643,-73.8428,54,1,39,1,1,9,105
Lat42Lon76,40.6643,-73.8372,21,1,18,2,,6,48
Lat42Lon77,40.6643,-73.8316,13,,14,1,2,4,34
Lat42Lon78,40.6643,-73.826,8,,10,,1,1,20
Lat42Lon79,40.6643,-73.8204,15,2,17,6,1,3,44
Lat42Lon80,40.6643,-73.8148,22,,21,,2,2,47
Lat42Lon81,40.6643,-73.8092,61,,25,5,3,1,95
Lat42Lon82,40.6643,-73.8036,6,,10,2,,,18
Lat42Lon85,40.6643,-73.7868,180,,16,,4,5,205
Lat42Lon86,40.6643,-73.7812,9,,15,4,1,2,31
Lat42Lon87,40.6643,-73.7756,26,,30,2,4,9,71
Lat42Lon88,40.6643,-73.77,37,1,66,5,1,18,128
Lat42Lon89,40.6643,-73.7644,38,,43,2,4,18,105
